,Date,User,Content,Likes,Retweets,Negative,Neutral,Positive,Method,Sentiment
0,2022-11-07 23:01:03+00:00,YousefBaig,"Newsom claimed Prop. 30 ""puts corporate welfare above the fiscal welfare of our entire state."" This is quite the list of California budget defenders. https://t.co/0Cx5SxFtLq https://t.co/PyJ80UaU3D",1,4,0.6990211009979248,0.26841652393341064,0.03256237134337425,RoBERTa,Negative
1,2022-11-07 22:59:20+00:00,ClimateResolve,"#Prop30 is pivotal to help our state combat dangerous, raging wildfires. Voting #YesOn30 means that funds will go towards more:
 
🚒Wildfire suppression
🏘️Community resilience
🏞️Forest management
 
Current efforts are not enough — we need Prop 30. https://t.co/MQp7kIT2To",5,6,0.0,0.0,1.0,RoBERTa,Positive
2,2022-11-07 22:56:18+00:00,trader_mtg,@ecommerceshares Wait until Prop 30 gets shot down tomorrow.,1,0,0.7671669721603394,0.22079996764659882,0.012033039703965187,RoBERTa,Negative
3,2022-11-07 22:47:35+00:00,LByock,"@dhere I voted no on 27 (which is in conflict with 26, on which I voted yes), and yes on 30. There are persuasive arguments both for &amp; against Prop 30, but in the end I think it’s better than nothing.",1,1,0.0,0.0,1.0,RoBERTa,Positive
4,2022-11-07 22:39:45+00:00,SFBayPSR,"VOTE YES on Prop 30! If we don’t act, California’s poor air quality could lead to:

😶‍🌫️ Increased rates of asthma
💔 Heart disease
🫁Lung cancer
 
 #YesOn30 to help clean our air.",10,7,0.0,0.0,1.0,RoBERTa,Positive
5,2022-11-07 22:35:00+00:00,CleanAirNowCA,"#Prop30 is pivotal to help our state combat dangerous, raging wildfires. Voting #YesOn30 means that funds will go towards more:
 
🚒Wildfire suppression
🏘️Community resilience
🏞️Forest management
 
Current efforts are not enough — we need Prop 30.",10,6,0.0,0.0,1.0,RoBERTa,Positive
6,2022-11-07 22:30:42+00:00,ginacuclis,Prop 30 was written by a coalition of environmental and transit groups. The No campaign has been lying about Lyft. https://t.co/PxAiun1blD,2,1,0.6808158755302429,0.30540481209754944,0.013779324479401112,RoBERTa,Negative
7,2022-11-07 22:03:37+00:00,mikemielke01,"#Prop30 is pivotal to help our state combat dangerous, raging wildfires. Voting #YesOn30 means that funds will go towards more:
 
🚒Wildfire suppression
🏘️Community resilience
🏞️Forest management
 
Current efforts are not enough — we need Prop 30.",10,5,0.0,0.0,1.0,RoBERTa,Positive
8,2022-11-07 22:02:03+00:00,crossingstv,"Our kids deserve clean air.

🗳️Vote Yes on Prop 30!

This ad was paid for by Yes on 30: Clean Air California.

https://t.co/TC7hGdMs7P  

#2022Elections #Prop30 https://t.co/UWYbW4JwVk",0,0,0.0,0.0,1.0,RoBERTa,Positive
9,2022-11-07 22:01:25+00:00,Rockenjud,Californians.Lyft is a scumbag company.  vote NO on Prop 30. The ads are misleading. It's got little to do with climate change and more to do with Lyft conning the tax payers into help it make more money. EV hurt the environment more..research what it takes to build the batteries,5,1,1.0,0.0,0.0,RoBERTa,Negative
10,2022-11-07 22:00:21+00:00,sacbee_news,Prop. 30 is the only California ballot measure Newsom has actively campaigned against. Is that because it would tax millionaires to fight wildfires? | OPINION  https://t.co/RaqgQydssD,1,0,0.754368007183075,0.23583517968654633,0.009796825237572193,RoBERTa,Negative
11,2022-11-07 21:46:00+00:00,climatefuturist,@MegL513 Read @Sammy_Roth on Prop 30. https://t.co/tDl1sGVPv8,1,0,0.02081526815891266,0.914413571357727,0.06477116048336029,RoBERTa,Neutral
12,2022-11-07 21:38:44+00:00,Love4PupsNJeeps,Prop 30 sounds like another sham/repeat to get more tax $ in CA. Enough w/the taxes. Do an audit across the state There is enough money for parties &amp; flights from here to there. Use what you have. Cut YOUR state spending on frivolous things. The CA family struggle is real...,2,0,0.7631884813308716,0.21826906502246857,0.018542489036917686,RoBERTa,Negative
13,2022-11-07 21:36:09+00:00,JULIA_HOLTER,"@joaoaksnes also that voter guide says not to vote for Prop 30 but i voted yes on that for several reasons, though i know it's complicated. i think climate crisis should come first in this case just fyi if anyone cares lol!",2,1,0.414503276348114,0.5044881701469421,0.08100854605436325,RoBERTa,Neutral
14,2022-11-07 21:28:05+00:00,WeHoIMBY,"Torn about Prop. 30. 

Electric cars would not be my #1 priority for climate funding —  green electricity, e-bikes, high speed rail, transit, &amp; safe streets for bikes would be higher.

But, many people will still drive ...  + it seems better than the status quo.

Thoughts?",0,0,0.37611663341522217,0.5575074553489685,0.06637589633464813,RoBERTa,Neutral
15,2022-11-07 21:12:43+00:00,AxioWolf,"Can someone enlighten me on the reason Lyft funded $45M for Prop 30 and created the https://t.co/HnjHWKHMeh group? What do they expect to gain from this prop?

Note, the next largest contribution for this prop is $1M and total is $47.7M
https://t.co/quszbwASIT",0,0,0.15836946666240692,0.8059985637664795,0.03563205152750015,RoBERTa,Neutral
16,2022-11-07 21:03:14+00:00,ThatOtherRich,"@donwinslow Lyft is the major source of funding behind California’s prop 30, which give them a major cash influx from taxpayer dollars if passed.",0,0,0.017921624705195427,0.5360833406448364,0.445995032787323,RoBERTa,Neutral
17,2022-11-07 20:36:29+00:00,_ericting,"Maybe one of Lanhee Chen, Nathan Hochman or Lance Christensen makes things interesting, but everything else is boring, unless you're following Prop 30 closely

https://t.co/UJr5ENsnZB",1,2,0.2720969021320343,0.6225069761276245,0.1053960919380188,RoBERTa,Neutral
18,2022-11-07 20:22:14+00:00,InternationalN0,"Opinion: Fewer IPOs, Prop. 30 Send Tremors Though California’s Startup Economy https://t.co/f3j5HufHC1",1,0,0.36967432498931885,0.6089195013046265,0.02140619419515133,RoBERTa,Neutral
19,2022-11-07 20:18:42+00:00,averyhatestwt,"LA Ratings:
LA County Sheriff, Likely Luna
LA Mayor, Lean Bass
LA Controller, Likely Mejia

Misc. CA
Prop 26: Likely No
Prop 28: Likely Yes
Prop 30: Lean No
State Controller: Likely D
SD-04: Lean Alvarado-Gil",9,0,0.038028690963983536,0.9005473852157593,0.061423853039741516,RoBERTa,Neutral
20,2022-11-07 20:15:02+00:00,CalMatters,"Prop. 30 would tax top-earning Californians to fund climate programs. Here's more explaining why it's on the ballot and what it would do, including a video that breaks it down: https://t.co/F5gVaqOpOz",2,1,0.011671082116663456,0.837762176990509,0.15056674182415009,RoBERTa,Neutral
21,2022-11-07 20:11:53+00:00,ChargeNetStnUS,"ChargeNet encourages everyone to vote tomorrow! There are important issues on the ballot, like California’s Prop. 30. Your voice matters, so get out there and #Vote! https://t.co/QhFSKdjiwx",6,4,0.009063887409865856,0.14170978963375092,0.8492263555526733,RoBERTa,Positive
22,2022-11-07 20:05:07+00:00,buxwal,"@losivad @Simon__Grimm The @sacbee_news is right about poor air quality having devastating public health consequences, but I want to know whether Prop 30 subsidises cars at the expense of other transit. Would @GavinNewsom roll out a better subsidy mechanism more in line with my priorities if it fails?",1,0,0.5795617699623108,0.4040328860282898,0.016405347734689713,RoBERTa,Negative
23,2022-11-07 19:52:12+00:00,usasharenews,"Opinion: Fewer IPOs, Prop. 30 Send Tremors Though California’s Startup Economy https://t.co/hXDzw8JDgV",0,0,0.36967432498931885,0.6089195013046265,0.02140619419515133,RoBERTa,Neutral
24,2022-11-07 19:50:12+00:00,VincentPham,"Yeah it a scam, and if you live in CA vote no on prop 30... It a scam https://t.co/f7Z0HKuHsd",1,1,1.0,0.0,0.0,RoBERTa,Negative
25,2022-11-07 19:49:13+00:00,usasharenews,"Opinion: Fewer IPOs, Prop. 30 Send Tremors Though California’s Startup Economy https://t.co/Is98LxMXUV",0,0,0.36967432498931885,0.6089195013046265,0.02140619419515133,RoBERTa,Neutral
26,2022-11-07 19:38:39+00:00,jeguru1,"Opinion: Fewer IPOs, Prop. 30 Ship Tremors Although California’s Startup Financial system https://t.co/Ea662bKV06",0,0,0.29432448744773865,0.6784409284591675,0.02723461203277111,RoBERTa,Neutral
27,2022-11-07 19:37:35+00:00,christiangrose,"Prop 30 has divided Democratic officials across California. Governor @GavinNewsom - who is poised to cruise to reelection based on the @USCPrice poll has campaigned against Prop 30, while other leading Dems have supported Prop 30. https://t.co/eMJ8bL7z4U",0,0,0.3740597069263458,0.6093998551368713,0.01654049940407276,RoBERTa,Neutral
28,2022-11-07 19:36:01+00:00,christiangrose,"The @USC poll has Prop 30 ahead +6 points, which is the same margin the recently released @UCBerkeley IGS poll has on Prop 30. But the @GovArnoldUSC poll has it w/in margin of error. 

The poll takeaway: Prop 30 is too close to predict. We'll know once all the votes are counted. https://t.co/LgT6jYK6DB",0,0,0.06732713431119919,0.8821818232536316,0.05049107223749161,RoBERTa,Neutral
29,2022-11-07 19:34:58+00:00,jeguru1,"Opinion: Fewer IPOs, Prop. 30 Send Tremors Though California’s Startup Economy https://t.co/zJgsGTUh6B",0,0,0.36967432498931885,0.6089195013046265,0.02140619419515133,RoBERTa,Neutral
30,2022-11-07 19:32:06+00:00,christiangrose,"@USC @USCPrice @austinbeutner @katyperry @IssaRae @LionelRichie @Variety Prop 30 is the one that gives pollsters heartburn. In the @USCPrice/@USC Schwarzenegger poll, this prop - which will raise taxes and spend more on electric vehicles - is effectively tied. Given the margin of error in our poll, it is hard to predict how this prop will turn out. https://t.co/3Ur47eUeXV",2,0,0.7612288594245911,0.22815769910812378,0.010613416321575642,RoBERTa,Negative
31,2022-11-07 19:30:45+00:00,MegL513,"Also still pretty undecided on Prop 30 if folks have opinions on this. 

On the one hand, I think stuff like this should go through the legislature. On the other hand, I love voting yes on anything that raises taxes on the uber wealthy. I'm so torn!",1,0,0.6461609601974487,0.3173615336418152,0.03647752106189728,RoBERTa,Negative
32,2022-11-07 19:20:41+00:00,SeldonCrisisPod,@dd9000 I voted for Prop 30 on the grounds that it seemed like a confirmation of a legislative action that should be in the hands of legislators. It's their job to make this kind of decision and I didn't feel qualified to reverse it. One of those flip a coin ones TBH.,1,0,0.5656709671020508,0.4054960012435913,0.028833065181970596,RoBERTa,Negative
33,2022-11-07 19:19:48+00:00,ma527681,"@Sal_LaBarbera @GavinNewsom Newsom is a ""true hypocrite"" to the fullest!!! Just like supporting the clean air and firefighters, yet his commercial said to Vote NO on Prop 30!!!!",1,0,1.0,0.0,0.0,RoBERTa,Negative
34,2022-11-07 19:18:00+00:00,christiangrose,"California's Election Day is tomorrow. I've gotten a # of inquiries re: ballot prop Qs in the @USC Schwarzenegger Institute @USCPrice CA Issues Poll

A summary (poll 10/30-11/2/22):
Prop 30: too close to call
Props 1, 28: Poll has 'yes' passing
Props 26, 27: Poll shows 'no' ahead",13,5,0.04686066508293152,0.9134858250617981,0.03965352475643158,RoBERTa,Neutral
35,2022-11-07 19:14:47+00:00,dd9000,"@SeldonCrisisPod I did do due diligence and for the non-partisan positions where it was a ""check 3"", I twice ignored a D recommendation. And, I voted against Prop 30.",1,0,0.5363795757293701,0.43177542090415955,0.031845033168792725,RoBERTa,Negative
36,2022-11-07 19:13:41+00:00,Busines65959783,"Opinion: Fewer IPOs, Prop. 30 Send Tremors Though California’s Startup Economy https://t.co/aXw8OW1kWm",0,0,0.36967432498931885,0.6089195013046265,0.02140619419515133,RoBERTa,Neutral
37,2022-11-07 19:02:42+00:00,losivad,"@Simon__Grimm @buxwal Thank you.  
What do you think of this editorial on Prop 30?
Proposition 30 could help California meet its climate goals. So why is Newsom against it? https://t.co/2yVCO8Bxxw",1,0,0.035044021904468536,0.7936859130859375,0.17127004265785217,RoBERTa,Neutral
38,2022-11-07 19:02:04+00:00,Prabhak71162529,"Opinion: Fewer IPOs, Prop. 30 Send Tremors Though California’s Startup Economy https://t.co/bwRfdAIYcl",0,0,0.36967432498931885,0.6089195013046265,0.02140619419515133,RoBERTa,Neutral
39,2022-11-07 18:46:47+00:00,newturancom,"Opinião: Menos IPOs, Prop. 30 causam choques na economia de startups da Califórnia https://t.co/fFQR12PKoj",0,0,0.06861526519060135,0.8714094161987305,0.059975240379571915,RoBERTa,Neutral
40,2022-11-07 18:37:04+00:00,she_is_groot,"""Prop. 30 would be a step toward achieving the climate goals Newsom professes publicly to support while funding the emergency firefighting operations that Californians depend on."" #YESon30

Read more at: https://t.co/r5JmJocG5j",8,4,0.0,0.0,1.0,RoBERTa,Positive
41,2022-11-07 18:35:33+00:00,PrivateTaxiMon1,Lyft SPENDING Over $45 Million On Prop 30 With Layoffs/Bad Driver Offers @All-In Podcast - REACTION https://t.co/bvq7tuMAVf,0,0,0.7429909110069275,0.24369297921657562,0.013316095806658268,RoBERTa,Negative
42,2022-11-07 18:13:45+00:00,CassGualvez,@LorenaSGonzalez ✅ if you’re mad at companies greenwashing vote NO on Prop 30! This was a tricky one but all you need to do is follow the money. Sponsored by Lyft so this ain’t really about moving to electric cars. #shamelessmoneygrab,0,0,1.0,0.0,0.0,RoBERTa,Negative
43,2022-11-07 18:05:52+00:00,Jeffhoover17,Nothing like unions going “no” for a tax on millionaire. Prop 30 is far from perfect but does more good than bad. Even if it is sponsored by Lyft. https://t.co/ilDmAJVvv2,3,1,0.5546776056289673,0.3461425006389618,0.09917983412742615,RoBERTa,Negative
44,2022-11-07 17:48:02+00:00,atruepatriot202,@robertalives I see you didn’t vote on prop 30 🤣,1,0,0.504025936126709,0.4690931737422943,0.02688090316951275,RoBERTa,Negative
45,2022-11-07 17:18:31+00:00,Trell707,"Prop 1 yes
Prop 26 yes
Prop 27 yes
Prop 28 yes
Prop 29 No
Prop 30 yes
Prop 31 NO
God Bless",19,2,0.0,0.0,1.0,RoBERTa,Positive
46,2022-11-07 16:22:24+00:00,maxdunitz,"@VoteNoProp30 @lyft Taxing multimillionaires to invest in clean air is a brilliant idea. Please support Prop 30, California voters!",4,2,0.004944689106196165,0.029313022270798683,0.9657423496246338,RoBERTa,Positive
47,2022-11-07 16:16:10+00:00,DanBurch18,"Please pray for California.  Number 1 on the ballot is partial birth abortion (murder).

Prop 1: Abortion
Prop 26 and 27: Sports wagering
Prop 28: Arts funding at public schools
Prop 29:dialysis
Prop 30:zero-emission vehicle programs
Prop 31: Flavored tobacco",1,0,0.8100780844688416,0.17979460954666138,0.010127341374754906,RoBERTa,Negative
48,2022-11-07 16:06:05+00:00,AnotherMaria,"I’m getting so many unwanted texts on Prop 30.

#Vote https://t.co/kGATmibI3b",0,0,0.8867691159248352,0.1061086505651474,0.007122186478227377,RoBERTa,Negative
49,2022-11-07 15:30:19+00:00,regularguy41,Don’t believe ads for CA prop 30. Follow the money. Most of the money will subsidize electric vehicles for transportation companies NOT fire protection. These sleaze bags are as dishonest as josh harder. Don’t be scammed by the socialist democrats again!!,0,0,0.869702160358429,0.11791536211967468,0.012382510118186474,RoBERTa,Negative
50,2022-11-07 15:20:04+00:00,SliCuban,I like how Gavin Newsom is asking to Vote No on Prop 30 and the Democrats are asking to Vote Yes?  Are they confused? Or out of sink with each other? One is for clean air and the other is not. What bone heads,0,0,1.0,0.0,0.0,RoBERTa,Negative
51,2022-11-07 15:09:02+00:00,CaClimateHealth,"""Prop 30 can...stop this nightmare by addressing the primary cause of climate change in California- emissions from transportation- and curbing its most devastating impact- wildfires"" - Santa Rosa ER doctor Josh Weil. YES on Prop 30 to protect health! https://t.co/nTVd3deXy0",1,1,0.0,0.0,1.0,RoBERTa,Positive
52,2022-11-07 15:08:00+00:00,latimes,"California voters will decide the fate of 7 propositions:

Prop 1: Abortion
Prop 26 and 27: Sports wagering
Prop 28: Arts funding at public schools
Prop 29: Kidney dialysis
Prop 30: Wealth tax for zero-emission vehicle programs
Prop 31: Flavored tobacco
https://t.co/oYpxQsXn2U",56,30,0.2230338603258133,0.7416915893554688,0.03527459502220154,RoBERTa,Neutral
53,2022-11-07 15:02:04+00:00,calir107,"@Lmchristi1 Gavin is against prop 30, so I’m for it, and I’m sick of the Indian gambling monopoly so it’s a yes on 27.",1,0,0.5314439535140991,0.40678641200065613,0.061769671738147736,RoBERTa,Negative
54,2022-11-07 14:54:04+00:00,ashennessy,Yes on Prop 30: No more last stands https://t.co/H61AlqD2IG  My friend &amp; colleague Dr Josh Weil shares how climate change has affected his family life in Santa Rosa. We are asking you to join us in a #Yeson30 - the clean cars clean air measure @CleanAirNowCA @CMAdocs,4,1,0.0,0.0,1.0,RoBERTa,Positive
55,2022-11-07 14:12:22+00:00,yfreemark,"Some key races to be looking out for:
—In California, voters are considering Prop 30, which would raise $3–5 b/yr to fund electric vehicle purchasing &amp; wildfire prevention
—In Massachusetts, an income tax increase on high-income earners would raise funds for transport &amp; education",6,2,0.013384183868765831,0.8023157715797424,0.1843000054359436,RoBERTa,Neutral
56,2022-11-07 13:08:11+00:00,Gabby_Hoffman,"In addition to candidates, there are ballot measures in some states to consider. I’m watching a couple crazy ones in CA (Prop 30) and OR (Measure 114) but also good ones like IA Amdt 1 (2A) &amp; TN Constitutional Amdt 1 (RTW)

More at @townhallcom 👇🏻 https://t.co/dZKxLT78oy",2,0,0.024456048384308815,0.3790856599807739,0.5964583158493042,RoBERTa,Positive
57,2022-11-07 13:04:55+00:00,sacbee_news,Prop. 30 is the only California ballot measure Newsom has actively campaigned against. Is that because it would tax millionaires to fight wildfires? | OPINION  https://t.co/pUWhSOvJiQ,3,3,0.754368007183075,0.23583517968654633,0.009796825237572193,RoBERTa,Negative
58,2022-11-07 07:24:30+00:00,jeremaille1,"@forrest_lowell @drvolts By your argument's logic, the Californian government would already be subsidizing Lyft because Californians currently get rebates for buying electric cars. The main difference is that Prop 30 taxes the wealthy. And it provides funding for firefighting.",1,1,0.1974467933177948,0.7409811019897461,0.06157204508781433,RoBERTa,Neutral
59,2022-11-07 07:07:02+00:00,jeremaille1,"@VoteNoProp30 @lyft Prop 30 would help Californians to buy EVs, and some people would work for Lyft, but most would not. If Prop 30 doesn't pass, Californians would have a decreased ability to get an EV. Also, funding charging stations and firefighting would be helpful and not a handout to Lyft.",3,1,0.21268321573734283,0.669324517250061,0.11799228936433792,RoBERTa,Neutral
60,2022-11-07 07:00:39+00:00,jeremaille1,"@VoteNoProp30 So confused on the logic that those against Prop 30 are using. If Prop 30 is a handout to Lyft, is every EV rebate that California, with Newsom as Governor, gives also a handout to Lyft? Why is one okay, but the other isn't? The main difference seems to be the tax on the wealthy.",0,0,0.5268557071685791,0.455830842256546,0.017313484102487564,RoBERTa,Negative
